X_Coordinate(nm),Y_Coordinate(nm),Cr_Composition
22.594,40.95,1
22.733,40.962,1
22.871,40.974,1
23.01,40.986,1
23.149,40.998,1
23.287,41.01,1
23.426,41.022,1
23.565,41.035,1
23.703,41.047,1
23.842,41.06,1
23.981,41.073,1
24.119,41.086,1
24.258,41.099,1
24.397,41.113,1
24.536,41.127,1
24.674,41.142,1
24.813,41.158,1
24.952,41.174,1
25.091,41.191,1
25.23,41.209,1
25.369,41.228,1
25.507,41.248,1
25.646,41.27,1
25.785,41.294,1
25.924,41.319,1
26.063,41.346,1
26.201,41.375,1
26.339,41.406,1
26.478,41.439,0.994987658747706
26.616,41.473,0.971499518495691
26.753,41.509,0.945874425611075
26.891,41.546,0.914173568390204
27.027,41.584,0.878788641366907
27.164,41.622,0.835294305924704
27.3,41.659,0.789507016592078
27.436,41.695,0.738468528188009
27.571,41.73,0.686036152630511
27.705,41.762,0.632649902927233
27.837,41.791,0.577749323723274
27.962,41.812,0.52466076788819
28.078,41.825,0.472571798008957
28.185,41.829,0.422595220649077
28.289,41.83,0.378408387087343
28.39,41.828,0.338158954091524
28.491,41.825,0.300336086438002
28.592,41.822,0.268218554887252
28.692,41.818,0.236475837885308
28.792,41.814,0.210844119059604
28.892,41.81,0.188870369339262
28.991,41.805,0.172824331486138
29.09,41.801,0.158457904751715
29.189,41.796,0.146290718573042
29.287,41.791,0.13898028585112
29.386,41.786,0.132284310740441
29.484,41.781,0.129728375366713
29.581,41.776,0.125544925875173
29.679,41.771,0.124573475921299
29.776,41.765,0.122961536302616
29.873,41.76,0.122890082128179
29.97,41.755,0.122703746401044
30.066,41.75,0.122393732627237
30.163,41.745,0.122472106048298
30.259,41.74,0.124526894561651
30.355,41.735,0.12629405785101
30.45,41.73,0.126839768589429
30.546,41.725,0.132148160263377
30.641,41.721,0.136320651419815
30.736,41.716,0.142988513912696
30.831,41.712,0.154218064761442
30.926,41.708,0.166146628523678
31.021,41.704,0.181343828601182
31.115,41.7,0.201064771896206
31.21,41.696,0.224747574818509
31.305,41.692,0.252848376307615
31.399,41.689,0.286456061955681
31.494,41.685,0.323911898865059
31.59,41.681,0.366392895483025
31.687,41.676,0.411966602964778
31.789,41.669,0.461331182267403
31.899,41.655,0.515542926056649
32.02,41.635,0.570419785296569
32.148,41.609,0.623798946078936
32.279,41.58,0.680825787386576
32.411,41.55,0.732706984383123
32.543,41.52,0.783512581956503
32.676,41.488,0.831018608185776
32.809,41.457,0.874005131939119
32.942,41.426,0.908241438105723
33.075,41.396,0.940040260832856
33.209,41.367,0.9655197277207
33.343,41.339,0.984460288612433
33.477,41.313,1
33.612,41.289,1
33.746,41.268,1
33.881,41.248,1
34.016,41.231,1
34.151,41.216,1
34.286,41.203,1
34.421,41.192,1
34.556,41.182,1
34.691,41.175,1
34.826,41.168,1
34.961,41.163,1
35.096,41.159,1
35.231,41.156,1
35.366,41.154,1
35.501,41.153,1
35.635,41.153,1
35.77,41.153,1
35.905,41.154,1
36.039,41.155,1
36.174,41.157,1
36.308,41.159,1
36.443,41.162,1
36.577,41.165,1
36.711,41.168,1
36.845,41.172,1
36.979,41.176,1
37.113,41.181,1
37.247,41.186,1
37.381,41.191,1
37.515,41.197,1
37.648,41.203,1
37.782,41.21,1
37.915,41.217,1
38.048,41.224,1
38.181,41.232,1
38.314,41.241,1
38.447,41.25,1
38.579,41.26,1
38.711,41.27,1
38.843,41.282,1
38.975,41.294,1
39.106,41.307,1
39.238,41.321,1
39.368,41.335,1
39.499,41.351,1
39.629,41.367,1
39.758,41.385,1
39.887,41.402,1
40.016,41.421,1
40.144,41.44,1
40.272,41.459,1
40.399,41.479,1
40.525,41.498,1
40.651,41.518,1
40.777,41.537,1
40.902,41.557,1
41.027,41.575,1
41.151,41.594,1
41.275,41.612,1
41.398,41.63,1
41.521,41.647,1
41.643,41.663,0.997759868643907
41.766,41.679,0.992747709757976
41.888,41.694,0.988945568363663
42.01,41.709,0.985537004293002
42.131,41.723,0.980434051629731
42.252,41.737,0.972783024845646
42.373,41.75,0.967193606950327
42.494,41.762,0.962625761165454
42.615,41.774,0.957065743909306
42.736,41.785,0.952306709469966
42.857,41.795,0.950902732168169
42.977,41.804,0.948968719998018
43.098,41.813,0.950304055929832
43.219,41.82,0.953563508006169
43.34,41.826,0.956991490332398
43.461,41.831,0.961441673812244
43.582,41.835,0.966057008719658
43.703,41.837,0.969247310746774
43.825,41.838,0.971791254899065
43.947,41.837,0.976050224565067
44.069,41.835,0.97669501626104
44.191,41.831,0.979767710437336
44.313,41.826,0.983539926638865
44.436,41.818,0.987517903346489
44.559,41.809,0.990864528271281
44.683,41.799,0.995219029931356
44.806,41.786,1
44.931,41.772,1
45.055,41.756,1
45.18,41.739,1
45.305,41.72,1
45.431,41.699,1
45.557,41.678,1
45.683,41.655,1
45.81,41.632,1
45.937,41.607,1
46.065,41.582,1
46.193,41.557,1
46.321,41.531,1
46.45,41.506,1
46.579,41.48,1
46.708,41.455,1
46.838,41.431,1
46.968,41.407,1
47.099,41.384,1
47.229,41.362,1
47.36,41.34,1
47.491,41.319,1
47.622,41.3,1
47.754,41.28,1
47.885,41.262,1
48.017,41.244,1
48.149,41.226,1
48.28,41.21,1
48.412,41.193,1
48.544,41.177,1
48.676,41.161,1
48.808,41.145,1
48.941,41.13,1
49.073,41.114,1
49.205,41.099,1
49.337,41.083,1
49.47,41.067,1
49.602,41.051,1
49.735,41.035,1
49.867,41.018,1
50,41,1
0,41.125,1
0.14301,41.149,1
0.28626,41.172,1
0.42972,41.194,1
0.57337,41.216,1
0.71721,41.238,1
0.86121,41.261,1
1.0053,41.286,0.9861366229556
1.1496,41.312,0.962126105257087
1.2938,41.342,0.936325241508479
1.438,41.374,0.902421882610068
1.5821,41.41,0.859368455482642
1.7259,41.448,0.813043775592902
1.8692,41.489,0.760127788465254
2.0119,41.531,0.702037435040165
2.1533,41.572,0.638485140467656
2.2911,41.609,0.572762656171867
2.4203,41.634,0.510075543211175
2.5379,41.643,0.446744786706058
2.6482,41.644,0.383902936702342
2.7557,41.643,0.329638528047159
2.8622,41.639,0.281039418570267
2.9682,41.636,0.238386147847775
3.0739,41.631,0.203746218287532
3.1792,41.627,0.174502777123875
3.2843,41.622,0.15131234354503
3.3892,41.617,0.133662258771362
3.4938,41.612,0.120180301129724
3.5982,41.607,0.112135963040658
3.7024,41.602,0.105770132029487
3.8063,41.596,0.101559738278572
3.91,41.591,0.0971963395814754
4.0134,41.586,0.0972178647253529
4.1167,41.58,0.094497506484303
4.2197,41.575,0.0913041676778849
4.3226,41.57,0.0889942473070781
4.4253,41.565,0.0878285631598319
4.5278,41.56,0.0851425995698237
4.6302,41.555,0.0864541753475769
4.7324,41.55,0.0849593065042502
4.8346,41.546,0.0837520770342289
4.9366,41.542,0.0838102973641688
5.0385,41.538,0.082663750744485
5.1404,41.534,0.0859974353411926
5.2422,41.531,0.0895478875782681
5.344,41.528,0.0926556158038446
5.4458,41.525,0.0960961134106787
5.5477,41.522,0.105653436352696
5.6495,41.52,0.115508866373181
5.7515,41.519,0.127985717630956
5.8535,41.517,0.143202315587877
5.9556,41.516,0.163147511538105
6.0579,41.516,0.191961529128336
6.1604,41.516,0.218169238236091
6.2632,41.516,0.254408409595188
6.3664,41.516,0.297119627148518
6.4706,41.516,0.345209960829406
6.5775,41.515,0.398615561800323
6.6913,41.509,0.458131708300121
6.8174,41.489,0.521828896644458
6.9537,41.457,0.585936846766276
7.0944,41.419,0.650545027876605
7.2367,41.382,0.714784155128134
7.3799,41.347,0.772273346849495
7.5235,41.316,0.825013102610702
7.6674,41.288,0.871314728842683
7.8115,41.264,0.912336771736169
7.9557,41.245,0.945587606552125
8.0999,41.228,0.973221785691161
8.244,41.215,0.99360864074114
8.3881,41.204,1
8.5321,41.196,1
8.6761,41.189,1
8.82,41.184,1
8.9638,41.179,1
9.1076,41.176,1
9.2514,41.173,1
9.3951,41.171,1
9.5388,41.17,1
9.6826,41.169,1
9.8263,41.168,1
9.9701,41.168,1
10.114,41.168,1
10.258,41.169,1
10.402,41.17,1
10.546,41.171,1
10.69,41.172,1
10.834,41.174,1
10.978,41.176,1
11.123,41.179,1
11.267,41.182,1
11.412,41.186,1
11.557,41.191,1
11.703,41.197,0.98322406930833
11.848,41.205,0.962685726570344
11.994,41.215,0.93466762928682
12.14,41.228,0.897566653120892
12.287,41.244,0.854455805700608
12.433,41.266,0.80351011243325
12.58,41.293,0.740543819742352
12.726,41.328,0.67392893522978
12.872,41.367,0.603237108831975
13.012,41.403,0.53112982049513
13.141,41.424,0.459537714496211
13.257,41.428,0.389534057029136
13.367,41.427,0.328010343511046
13.474,41.424,0.27241852023007
13.581,41.421,0.224055884700162
13.687,41.418,0.18277579831764
13.793,41.414,0.153415280452532
13.898,41.41,0.12694954560257
14.004,41.405,0.1091518971277
14.109,41.401,0.0961869646825197
14.214,41.396,0.087971296403339
14.319,41.391,0.0841950049095555
14.424,41.386,0.0808836679012762
14.528,41.38,0.0806716381592145
14.633,41.374,0.080679456196304
14.737,41.369,0.0812447022730168
14.841,41.362,0.0805006893782538
14.945,41.356,0.0846874918059512
15.048,41.349,0.0841489153781354
15.152,41.343,0.0883022620758548
15.255,41.335,0.0885050576700468
15.358,41.328,0.0905935621344202
15.461,41.321,0.089598733342421
15.564,41.313,0.0892722757283835
15.666,41.305,0.08978962864334
15.768,41.297,0.0873622146937501
15.871,41.288,0.0858403370227404
15.972,41.28,0.0849900575454889
16.074,41.271,0.0847256810895691
16.175,41.262,0.0878337950212589
16.276,41.253,0.0914582393553425
16.377,41.244,0.101758346444244
16.478,41.235,0.112628902656429
16.578,41.226,0.131649091573599
16.679,41.217,0.155217878252005
16.778,41.207,0.188746400514577
16.878,41.198,0.227731190797987
16.978,41.188,0.277320666519661
17.078,41.179,0.331691423851306
17.181,41.169,0.393486711244825
17.292,41.155,0.46292400996504
17.417,41.127,0.534700058825916
17.554,41.086,0.609625385536497
17.696,41.043,0.681131497302957
17.84,41.006,0.749976430581091
17.983,40.975,0.810540730316254
18.127,40.951,0.863137255189025
18.269,40.932,0.908142130953019
18.412,40.917,0.942258995328622
18.554,40.906,0.966481620248968
18.696,40.897,0.984293358115323
18.837,40.89,0.996146781773972
18.978,40.885,1
19.119,40.882,1
19.26,40.88,1
19.4,40.88,1
19.54,40.881,1
19.68,40.883,1
19.82,40.886,1
19.959,40.89,1
20.099,40.895,1
20.238,40.901,1
20.377,40.908,1
20.517,40.915,1
20.656,40.924,1
20.795,40.932,1
20.934,40.942,1
21.073,40.951,1
21.212,40.962,1
21.351,40.972,1
21.49,40.983,1
21.63,40.994,1
21.769,41.005,1
21.908,41.017,1
22.047,41.028,1
22.186,41.04,1
22.325,41.052,1
22.464,41.064,1
22.603,41.075,1
22.743,41.087,1
22.882,41.099,1
23.021,41.111,1
23.16,41.123,1
23.299,41.135,1
23.439,41.147,1
23.578,41.159,1
23.717,41.172,1
23.857,41.184,1
23.996,41.197,1
24.135,41.21,1
24.275,41.223,1
24.414,41.237,1
24.553,41.251,1
24.693,41.266,1
24.832,41.281,1
24.972,41.297,1
25.111,41.314,1
25.251,41.332,1
25.391,41.351,1
25.53,41.372,1
25.67,41.393,1
25.809,41.417,1
25.949,41.442,1
26.089,41.47,1
26.228,41.499,1
26.367,41.531,1
26.507,41.564,0.982296891736661
26.646,41.6,0.953225541281548
26.784,41.637,0.921280809820746
26.922,41.675,0.883158187879829
27.06,41.714,0.841619241511414
27.198,41.753,0.792337728050964
27.335,41.792,0.741857430843189
27.472,41.829,0.68694236154768
27.607,41.863,0.631931885500121
27.74,41.894,0.576787470942841
27.865,41.917,0.520977456865516
27.98,41.929,0.467588154457235
28.087,41.933,0.416508649684206
28.191,41.933,0.367940889117106
28.293,41.932,0.325968176942253
28.394,41.929,0.288265111608713
28.495,41.926,0.253285370441327
28.595,41.923,0.224616087525547
28.696,41.919,0.196380308349607
28.796,41.915,0.174463396245265
28.895,41.911,0.156004712808111
28.995,41.907,0.143735587340102
29.094,41.903,0.132816216796093
29.193,41.899,0.12352020585334
29.291,41.894,0.119084680547057
29.39,41.889,0.1150993914564
29.488,41.885,0.114716207017882
29.586,41.88,0.112241307254315
29.683,41.875,0.112818807599263
29.781,41.87,0.112295045841422
29.878,41.865,0.112871691312749
29.975,41.86,0.112899154973442
30.071,41.856,0.112342475176118
30.168,41.851,0.112207479877956
30.264,41.846,0.113097296349302
30.36,41.841,0.113633964303218
30.456,41.837,0.112266837703322
30.552,41.832,0.115812344603362
30.647,41.828,0.117501730957292
30.743,41.824,0.121351324595809
30.838,41.819,0.129357270746737
30.933,41.815,0.13788857196216
31.028,41.812,0.149604740235607
31.123,41.808,0.165192840255395
31.217,41.804,0.184703358103054
31.312,41.801,0.208758294056658
31.407,41.798,0.238013257445064
31.501,41.795,0.271381023145797
31.596,41.792,0.31021121157571
31.692,41.788,0.352611626669636
31.789,41.784,0.399817925255713
31.89,41.778,0.452662170847947
31.999,41.766,0.508038741609719
32.12,41.745,0.562660882578286
32.249,41.719,0.622320658599558
32.381,41.689,0.678163196633699
32.514,41.657,0.733798973323763
32.648,41.625,0.786872523163368
32.782,41.593,0.835811601855653
32.916,41.561,0.87600248268359
33.05,41.529,0.913918501212376
33.185,41.499,0.945156553490941
33.32,41.47,0.969044246260709
33.456,41.444,0.99002239007443
33.591,41.419,1
33.727,41.396,1
33.862,41.376,1
33.998,41.359,1
34.134,41.343,1
34.27,41.33,1
34.406,41.319,1
34.542,41.309,1
34.678,41.301,1
34.813,41.295,1
34.949,41.29,1
35.085,41.286,1
35.22,41.283,1
35.356,41.281,1
35.491,41.279,1
35.627,41.279,1
35.762,41.279,1
35.897,41.28,1
36.033,41.281,1
36.168,41.283,1
36.303,41.285,1
36.438,41.288,1
36.573,41.291,1
36.708,41.294,1
36.842,41.298,1
36.977,41.302,1
37.111,41.307,1
37.246,41.312,1
37.38,41.317,1
37.514,41.323,1
37.648,41.329,1
37.782,41.336,1
37.916,41.343,1
38.05,41.351,1
38.183,41.359,1
38.317,41.368,1
38.45,41.377,1
38.582,41.387,1
38.715,41.398,1
38.848,41.41,1
38.98,41.422,1
39.112,41.436,1
39.243,41.45,1
39.374,41.466,1
39.505,41.482,1
39.635,41.499,1
39.765,41.517,1
39.895,41.536,1
40.024,41.555,1
40.152,41.575,1
40.28,41.596,1
40.407,41.616,1
40.534,41.637,1
40.66,41.658,1
40.786,41.678,1
40.911,41.698,1
41.035,41.718,1
41.159,41.737,1
41.283,41.756,0.998456444083974
41.406,41.774,0.993990754311586
41.529,41.792,0.98938930457478
41.651,41.808,0.982958476801993
41.773,41.825,0.976694261729913
41.895,41.841,0.971017055866891
42.016,41.856,0.966009426685638
42.137,41.87,0.959335089348427
42.258,41.884,0.949766378652721
42.379,41.897,0.942562483070064
42.499,41.909,0.936180682208755
42.619,41.921,0.92884096904245
42.739,41.932,0.922578713229864
42.859,41.942,0.919978357990961
42.979,41.951,0.916883518979029
43.099,41.959,0.917505009269799
43.219,41.966,0.920511080774823
43.339,41.972,0.924167520650077
43.46,41.977,0.929349696024841
43.58,41.98,0.934997766936706
43.701,41.982,0.939849803440075
43.821,41.983,0.944224161860167
43.942,41.982,0.950779943792416
44.064,41.979,0.954297027462186
44.186,41.975,0.960072714506879
44.308,41.969,0.966427802756446
44.43,41.961,0.973284824059103
44.553,41.951,0.978844760858873
44.676,41.94,0.985576111296953
44.799,41.927,0.992482886172537
44.923,41.912,0.996609640361396
45.047,41.896,1
45.172,41.878,1
45.297,41.858,1
45.422,41.837,1
45.548,41.815,1
45.675,41.791,1
45.801,41.767,1
45.929,41.742,1
46.056,41.716,1
46.185,41.69,1
46.313,41.663,1
46.442,41.637,1
46.571,41.611,1
46.701,41.585,1
46.831,41.56,1
46.961,41.536,1
47.092,41.512,1
47.223,41.49,1
47.354,41.468,1
47.485,41.447,1
47.617,41.427,1
47.749,41.407,1
47.88,41.389,1
48.012,41.371,1
48.144,41.353,1
48.276,41.336,1
48.409,41.32,1
48.541,41.303,1
48.673,41.287,1
48.806,41.272,1
48.938,41.256,1
49.071,41.241,1
49.203,41.225,1
49.336,41.209,1
49.469,41.193,1
49.601,41.177,1
49.734,41.16,1
49.867,41.143,1
50,41.125,1
0,41.25,1
0.14378,41.273,1
0.28782,41.295,1
0.43209,41.317,1
0.57659,41.338,1
0.72129,41.36,1
0.86619,41.382,0.994992815817314
1.0112,41.407,0.975650802328139
1.1564,41.434,0.94768511238327
1.3016,41.463,0.917527809559292
1.4468,41.496,0.87900768996108
1.5919,41.533,0.831355117076178
1.7366,41.572,0.780722481240594
1.8808,41.615,0.723938439414578
2.0239,41.658,0.662309519714153
2.1643,41.698,0.595838603210617
2.2976,41.728,0.528755576497061
2.419,41.742,0.465165476519416
2.5313,41.745,0.402586050679055
2.6399,41.743,0.34121354050138
2.7471,41.741,0.289413636020009
2.8537,41.738,0.243636428465124
2.9599,41.734,0.204435971352659
3.0659,41.73,0.173169135935963
3.1716,41.725,0.147440800599788
3.277,41.721,0.127780574649225
3.3822,41.716,0.11323733482686
3.4872,41.711,0.102819384537365
3.5919,41.706,0.097564350001104
3.6964,41.701,0.0935113441070584
3.8006,41.696,0.0913368582243793
3.9046,41.691,0.0889601492016117
4.0084,41.686,0.0904504075944772
4.1119,41.681,0.0890473710942713
4.2153,41.676,0.0869243701323509
4.3185,41.671,0.0853475201721597
4.4215,41.666,0.0849779100025175
4.5243,41.661,0.0825891818234936
4.627,41.656,0.084184236847874
4.7296,41.652,0.0824259333457187
4.832,41.648,0.0811884076871515
4.9344,41.644,0.0808401425516408
5.0366,41.64,0.0789348499470971
5.1388,41.636,0.0814370143139757
5.241,41.633,0.0839513122363559
5.3431,41.63,0.0856764480655999
5.4453,41.627,0.0875590886428009
5.5474,41.625,0.0949903190726747
5.6496,41.623,0.102613425306342
5.7519,41.621,0.112292442479004
5.8542,41.62,0.124137017665676
5.9567,41.619,0.140195240486348
6.0593,41.618,0.164665385392438
6.162,41.618,0.186735673695779
6.265,41.618,0.218368255191465
6.3684,41.619,0.256777164373869
6.4723,41.619,0.301276158402075
6.5775,41.62,0.351864323978945
6.6864,41.618,0.409892705794805
6.8042,41.608,0.473801634677705
6.935,41.583,0.539044172639015
7.0743,41.547,0.606701475283053
7.217,41.509,0.67498541096754
7.3608,41.472,0.737358602635681
7.5053,41.439,0.795655005963442
7.6501,41.411,0.847424976779768
7.7951,41.386,0.893237114749282
7.9401,41.366,0.931528267563839
8.0852,41.35,0.963117013249653
8.2302,41.336,0.986231232839989
8.3751,41.326,1
8.5198,41.317,1
8.6645,41.31,1
8.8092,41.305,1
8.9537,41.301,1
9.0982,41.297,1
9.2427,41.295,1
9.3871,41.293,1
9.5315,41.292,1
9.6758,41.291,1
9.8202,41.29,1
9.9647,41.29,1
10.109,41.29,1
10.254,41.29,1
10.398,41.291,1
10.543,41.292,1
10.688,41.293,1
10.832,41.294,1
10.977,41.296,1
11.122,41.299,1
11.268,41.302,1
11.413,41.306,1
11.559,41.31,0.999980167112252
11.705,41.316,0.978635947743482
11.851,41.323,0.95580427619447
11.997,41.333,0.924917267472795
12.144,41.345,0.884081111477009
12.292,41.361,0.837233948251194
12.439,41.382,0.782187886811927
12.587,41.409,0.715171504004349
12.734,41.444,0.645062309471248
12.879,41.482,0.571716000777474
13.016,41.513,0.497506169240415
13.139,41.524,0.42536131782287
13.252,41.524,0.355804000820107
13.361,41.523,0.295862698669359
13.468,41.52,0.243154178487619
13.575,41.517,0.198195592557888
13.682,41.513,0.160951417141832
13.788,41.509,0.135424025434483
13.894,41.506,0.112827278816377
14,41.501,0.0983896291149497
14.106,41.497,0.0883558251661796
14.211,41.492,0.0823921570307633
14.316,41.488,0.0803179317082429
14.421,41.482,0.0784978371725993
14.526,41.477,0.0791349765616114
14.631,41.472,0.0797185919518284
14.735,41.466,0.0805484834167162
14.84,41.46,0.0801154105753311
14.944,41.454,0.0845373080651194
15.048,41.447,0.0840349759769853
15.151,41.441,0.0881092461408219
15.255,41.434,0.0885444906685243
15.358,41.427,0.0906649000311483
15.462,41.419,0.0895554193548725
15.565,41.412,0.0890694585816713
15.667,41.404,0.0895206390651116
15.77,41.396,0.0866250694952911
15.872,41.388,0.0845245935915971
15.974,41.38,0.0827189800568287
16.076,41.372,0.0812442963275624
16.178,41.363,0.0825255293737749
16.279,41.354,0.0841356672774922
16.381,41.346,0.0919427302753955
16.482,41.337,0.0999717729168528
16.582,41.328,0.115740029168098
16.683,41.319,0.135869138008929
16.783,41.31,0.165458180990217
16.883,41.301,0.200951287710611
16.983,41.292,0.247172606283797
17.084,41.283,0.299038640923221
17.185,41.273,0.359249734362892
17.292,41.263,0.428020076296291
17.41,41.243,0.500300776696966
17.545,41.208,0.576892011039548
17.686,41.166,0.650787691841268
17.83,41.129,0.723038592305525
17.975,41.098,0.787392854115921
18.119,41.075,0.843968313164811
18.262,41.057,0.892653047958173
18.405,41.042,0.93014678339318
18.548,41.031,0.95725829411166
18.69,41.023,0.97748478017885
18.832,41.017,0.991296360353573
18.974,41.012,0.999194190794266
19.115,41.01,1
19.257,41.008,1
19.397,41.008,1
19.538,41.009,1
19.679,41.011,1
19.819,41.015,1
19.959,41.019,1
20.099,41.024,1
20.239,41.03,1
20.379,41.037,1
20.519,41.044,1
20.658,41.052,1
20.798,41.061,1
20.938,41.07,1
21.077,41.079,1
21.217,41.089,1
21.357,41.1,1
21.496,41.11,1
21.636,41.121,1
21.775,41.132,1
21.915,41.144,1
22.055,41.155,1
22.194,41.166,1
22.334,41.178,1
22.474,41.189,1
22.613,41.201,1
22.753,41.213,1
22.893,41.224,1
23.032,41.236,1
23.172,41.248,1
23.312,41.26,1
23.452,41.272,1
23.591,41.284,1
23.731,41.296,1
23.871,41.308,1
24.011,41.321,1
24.151,41.334,1
24.291,41.347,1
24.431,41.361,1
24.571,41.375,1
24.711,41.389,1
24.851,41.404,1
24.991,41.42,1
25.132,41.437,1
25.272,41.455,1
25.412,41.474,1
25.553,41.494,1
25.693,41.516,1
25.834,41.54,1
25.974,41.565,1
26.115,41.593,1
26.255,41.623,1
26.395,41.655,0.991348925990214
26.535,41.69,0.964684204936029
26.675,41.726,0.929630326507035
26.815,41.765,0.891060646732453
26.954,41.804,0.846349583996963
27.093,41.844,0.798721755059599
27.231,41.885,0.744125952939198
27.369,41.924,0.68949484882923
27.506,41.961,0.631558830209949
27.639,41.994,0.574999506417513
27.766,42.019,0.5192859076596
27.882,42.032,0.463932368218956
27.989,42.036,0.411734600807941
28.093,42.036,0.363210826669206
28.195,42.035,0.317362342564568
28.296,42.032,0.278748997907177
28.398,42.03,0.244561623823694
28.498,42.027,0.213352578565086
28.599,42.024,0.188575449285814
28.699,42.02,0.164198845896277
28.799,42.017,0.145993743514198
28.899,42.013,0.131033517181453
28.999,42.009,0.122280692175143
29.098,42.005,0.11446412755296
29.197,42.001,0.107661991945073
29.296,41.997,0.105769125834703
29.394,41.993,0.104040109548208
29.492,41.988,0.105442886390512
29.59,41.984,0.104467726543532
29.688,41.979,0.106393918358905
29.786,41.975,0.106925235057687
29.883,41.97,0.108276393341586
29.98,41.966,0.108615515597355
30.077,41.961,0.108081256417425
30.173,41.957,0.108114649451808
30.27,41.952,0.108287730300888
30.366,41.948,0.108269001653275
30.462,41.943,0.105743394714917
30.558,41.939,0.108136602376847
30.653,41.935,0.108310980520058
30.749,41.931,0.110056090648982
30.844,41.927,0.115604692299762
30.939,41.923,0.121248839573175
31.035,41.919,0.129855471933253
31.13,41.916,0.141228937957875
31.225,41.913,0.156217484027678
31.319,41.909,0.175485871182196
31.414,41.906,0.199361070638006
31.509,41.903,0.227266934501956
31.604,41.901,0.260757247126563
31.699,41.898,0.297990514404497
31.794,41.895,0.340828277470299
31.891,41.891,0.390075796469106
31.992,41.886,0.443678731167755
32.102,41.874,0.497546702885199
32.223,41.854,0.557914202510782
32.353,41.826,0.616207607550611
32.486,41.795,0.675715767450873
32.621,41.762,0.733621574021729
32.756,41.728,0.788467814875705
32.891,41.695,0.83502221195377
33.026,41.663,0.879511029761638
33.162,41.631,0.917393025162622
33.298,41.601,0.947255020451382
33.435,41.574,0.97320747292138
33.571,41.548,0.993384514826652
33.708,41.525,1
33.844,41.504,1
33.981,41.486,1
34.118,41.47,1
34.255,41.457,1
34.391,41.445,1
34.528,41.436,1
34.665,41.428,1
34.801,41.421,1
34.938,41.416,1
35.074,41.412,1
35.21,41.409,1
35.347,41.406,1
35.483,41.405,1
35.619,41.405,1
35.755,41.405,1
35.891,41.405,1
36.027,41.407,1
36.162,41.408,1
36.298,41.411,1
36.434,41.413,1
36.569,41.416,1
36.705,41.42,1
36.84,41.424,1
36.975,41.428,1
37.11,41.433,1
37.245,41.438,1
37.38,41.443,1
37.515,41.449,1
37.649,41.455,1
37.784,41.462,1
37.918,41.469,1
38.052,41.477,1
38.186,41.485,1
38.32,41.494,1
38.454,41.504,1
38.587,41.514,1
38.72,41.525,1
38.853,41.537,1
38.986,41.55,1
39.118,41.564,1
39.25,41.579,1
39.381,41.595,1
39.513,41.612,1
39.643,41.63,1
39.774,41.649,1
39.903,41.669,1
40.033,41.69,1
40.161,41.711,1
40.289,41.732,1
40.417,41.754,1
40.544,41.776,1
40.67,41.797,1
40.796,41.819,1
40.921,41.84,0.998296571307413
41.046,41.86,0.993260773401813
41.17,41.88,0.987964904057834
41.293,41.9,0.982680923729985
41.416,41.918,0.975901648227562
41.539,41.937,0.969093078885517
41.661,41.954,0.960324937639968
41.783,41.971,0.951966929889459
41.904,41.987,0.94359720826944
42.025,42.002,0.93628632026273
42.145,42.017,0.927500027287088
42.265,42.031,0.91568284063
42.385,42.044,0.906638961894592
42.505,42.056,0.898385201271537
42.624,42.068,0.889394752435901
42.743,42.079,0.881857084121485
42.862,42.089,0.878297683469002
42.981,42.098,0.874397190913958
43.1,42.106,0.874717726642344
43.219,42.113,0.877674774127294
43.338,42.118,0.881890637831825
43.458,42.123,0.888190263476587
43.577,42.126,0.895191619314543
43.697,42.127,0.902028685880205
43.817,42.128,0.908625863383366
43.937,42.126,0.917867161161647
44.058,42.123,0.924757442389755
44.179,42.118,0.933731221857236
44.3,42.112,0.943169327859347
44.422,42.104,0.95343149811873
44.544,42.094,0.961885266619661
44.667,42.082,0.971521891908356
44.79,42.068,0.981181593343393
44.914,42.053,0.98761429845978
45.038,42.036,0.99934156312931
45.162,42.017,1
45.287,41.997,1
45.412,41.975,1
45.538,41.952,1
45.665,41.928,1
45.792,41.902,1
45.919,41.876,1
46.047,41.85,1
46.175,41.823,1
46.304,41.795,1
46.433,41.768,1
46.563,41.741,1
46.693,41.715,1
46.823,41.69,1
46.954,41.665,1
47.085,41.641,1
47.216,41.618,1
47.347,41.595,1
47.479,41.574,1
47.611,41.554,1
47.743,41.534,1
47.875,41.515,1
48.007,41.497,1
48.14,41.479,1
48.272,41.462,1
48.405,41.446,1
48.537,41.429,1
48.67,41.414,1
48.803,41.398,1
48.936,41.382,1
49.068,41.367,1
49.201,41.351,1
49.334,41.335,1
49.467,41.319,1
49.6,41.303,1
49.734,41.286,1
49.867,41.268,1
50,41.25,1
0,41.375,1
0.14447,41.397,1
0.28923,41.419,1
0.43426,41.439,1
0.57952,41.46,1
0.72502,41.481,1
0.87074,41.503,0.985842721380072
1.0166,41.528,0.962684840432772
1.1627,41.554,0.930574695963002
1.3088,41.584,0.895654144076145
1.4549,41.617,0.852265824951692
1.6008,41.655,0.799881762227309
1.7464,41.696,0.744906512149432
1.8912,41.739,0.68439360781487
2.0341,41.783,0.619470750918855
2.1717,41.819,0.550617284175578
2.2981,41.838,0.482902048557271
2.4133,41.844,0.419194956493216
2.5232,41.843,0.358201831115422
2.6312,41.841,0.299165478445557
